movie_id,title,original_title,overview,release_date,original_language,vote_average,vote_count
903,Cool Hand Luke,Cool Hand Luke,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",6/22/67,en,7.8,624
2108,The Breakfast Club,The Breakfast Club,"Five disparate high school students meet in Saturday detention, and discover they have a lot more in common than they thought.",2/15/85,en,7.8,4207
335578,Land of Mine,Under sandet,"In the days following the surrender of Germany in May 1945, a group of young German prisoners of war were handed over to the Danish authorities and subsequently sent out to the West Coast, where they were ordered to remove the more than two million mines that the Germans had placed in the sand along the coast. With their bare hands, crawling around in the sand, the boys were forced to perform the dangerous work under the leadership of the Danish sergeant, Carl Leopold Rasmussen.",12/3/15,da,7.8,658
33602,Temple Grandin,Temple Grandin,"A biopic of Temple Grandin, an autistic woman who has become one of top scientists in humane livestock handling.",2/6/10,en,7.8,171
1628,Jules and Jim,Jules et Jim,"In the carefree days before World War I, introverted Austrian author Jules strikes up a friendship with the exuberant Frenchman Jim. Both men fall for the impulsive and beautiful Catherine, but it's Jules who wins her hand. After the war, Jim visits Jules, Catherine and their daughter in their Austrian home and discovers not only that his feelings for Catherine are unchanged, but also that they're reciprocated.",1/23/62,fr,7.8,328
141,Donnie Darko,Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",1/18/01,en,7.8,6536
9421,The Dinner Game,Le Dîner de cons,"For Pierre Brochant and his friends, Wednesday is “Idiots' Day”. The idea is simple: each person has to bring along an idiot. The one who brings the most spectacular idiot wins the prize. Tonight, Brochant is ecstatic. He has found a gem. The ultimate idiot, “A world champion idiot!”. What Brochant doesn’t know is that Pignon is a real jinx, a past master in the art of bringing on catastrophes...",4/15/98,fr,7.8,839
949,Heat,Heat,"Obsessive master thief, Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective, Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.",12/15/95,en,7.8,3107
963,The Maltese Falcon,The Maltese Falcon,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",10/17/41,en,7.8,723
37797,Whisper of the Heart,耳をすませば,"Shizuku lives a simple life, dominated by her love for stories and writing. One day she notices that all the library books she has have been previously checked out by the same person: 'Seiji Amasawa'. Curious as to who he is, Shizuku meets a boy her age whom she finds infuriating, but discovers to her shock that he is her 'Prince of Books'. As she grows closer to him, she realises that he merely read all those books to bring himself closer to her. The boy Seiji aspires to be a violin maker in Italy, and it is his dreams that make Shizuku realise that she has no clear path for her life. Knowing that her strength lies in writing, she tests her talents by writing a story about Baron, a cat statuette belonging to Seiji's grandfather",7/15/95,ja,7.8,639
137182,The Broken Circle Breakdown,The Broken Circle Breakdown,The loss of their young daughter threatens to destroy the love and faith of two married musicians.,10/9/12,nl,7.8,576
5961,Fanny & Alexander,Fanny och Alexander,"As children in the loving Ekdahl family, Fanny and Alexander enjoy a happy life with their parents, who run a theater company. After their father dies unexpectedly, however, the siblings end up in a joyless home when their mother, Emilie, marries a stern bishop. The bleak situation gradually grows worse as the bishop becomes more controlling, but dedicated relatives make a valiant attempt to aid Emilie, Fanny and Alexander.",12/17/82,sv,7.8,273
11787,Harvey,Harvey,"The classic stage hit gets the Hollywood treatment in the story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places.",10/13/50,en,7.8,270
265195,Wild Tales,Relatos salvajes,Six short stories that explore the extremities of human behavior involving people in distress.,8/21/14,es,7.8,1521
4480,Jean de Florette,Jean de Florette,"In a rural French village, an old man and his only remaining relative cast their covetous eyes on an adjoining vacant property. They need its spring water for growing their flowers, and are dismayed to hear that the man who has inherited it is moving in. They block up the spring and watch as their new neighbour tries to keep his crops watered from wells far afield through the hot summer. Though they see his desperate efforts are breaking his health and his wife and daughter's hearts, they think only of getting the water.",8/27/86,fr,7.8,218
671,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",11/16/01,en,7.8,13508
1018,Mulholland Drive,Mulholland Drive,"Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.",9/8/01,en,7.8,2876
10386,The Iron Giant,The Iron Giant,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",8/6/99,en,7.8,2713
8416,The Conformist,Il conformista,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",10/21/70,it,7.8,252
22843,Evangelion: 2.0 You Can (Not) Advance,ヱヴァンゲリヲン新劇場版：破,"Under constant attack by monstrous creatures called Angels that seek to eradicate humankind, U.N. Special Agency NERV introduces two new EVA pilots to help defend the city of Tokyo-3: the mysterious Makinami Mari Illustrous and the intense Asuka Langley Shikinami. Meanwhile, Gendo Ikari and SEELE proceed with a secret project that involves both Rei and Shinji.  The film was retitled ""Evangelion: 2.22"" for its DVD/Blu-ray release.",6/26/09,ja,7.8,214
200727,"Love, Rosie","Love, Rosie","Since the moment they met at age 5, Rosie and Alex have been best friends, facing the highs and lows of growing up side by side. A fleeting shared moment, one missed opportunity, and the decisions that follow send their lives in completely different directions. As each navigates the complexities of life, love, and everything in between, they always find their way back to each other - but is it just friendship, or something more?  Based on Cecelia Ahern's bestselling novel, LOVE, ROSIE is a heart-warming, modern comedy-of-errors posing the ultimate question: do we really only get one shot at true love?",10/16/14,en,7.8,3479
6075,Carlito's Way,Carlito's Way,"A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him, and lead a better life outside NYC.",11/10/93,en,7.8,1408
632,Stalag 17,Stalag 17,"It's a dreary Christmas 1944 for the American POWs in Stalag 17. For the men in Barracks 4, all sergeants, have to deal with a grave problem - there seems to be a security leak. The Germans always seem to be forewarned about escapes and in the most recent attempt the two men, Manfredi and Johnson, walked straight into a trap and were killed. For some in Barracks 4, especially the loud-mouthed Duke, the leaker is obvious: J.J. Sefton, a wheeler-dealer who doesn't hesitate to trade with the guards and who has acquired goods and privileges that no other prisoner seems to have. Sefton denies giving the Germans any information and makes it quite clear that he has no intention of ever trying to escape. He plans to ride out the war in what little comfort he can arrange, but it doesn't extend to spying for the Germans.",5/29/53,en,7.8,237
25253,Crooks in Clover,Les tontons flingueurs,"An aging gangster, Fernand Naudin is hoping for a quiet retirement when he suddenly inherits a fortune from an old friend, a former gangster supremo known as the Mexican. If he is ambivalent about his new found wealth, Fernand is positively nonplussed to discover that he has also inherited his benefactor’s daughter, Patricia. Unfortunately, not only does Fernand have to put up with the thoroughly modern Patricia and her nauseating boyfriend, but he also had to contend with the Mexican’s trigger-happy former employees, who are determined to make a claim.",11/27/63,fr,7.8,202
11482,The Tenant,Le locataire,"A quiet and inconspicuous man rents an apartment in France where the previous tenant committed suicide, and begins to suspect his landlord and neighbors are trying to subtly change him into the last tenant so that he too will kill himself.",5/26/76,fr,7.8,395
703,Annie Hall,Annie Hall,New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,4/19/77,en,7.8,1904
613,Downfall,Der Untergang,"In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.",9/8/04,de,7.8,1713
393,Kill Bill: Vol. 2,Kill Bill: Vol. 2,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",4/16/04,en,7.8,7215
371645,Hunt for the Wilderpeople,Hunt for the Wilderpeople,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",3/31/16,en,7.8,895
108,Three Colors: Blue,Trois couleurs : Bleu,"Julie is haunted by her grief after living through a tragic auto wreck that claimed the life of her composer husband and young daughter. Her initial reaction is to withdraw from her relationships, lock herself in her apartment and suppress her pain. But avoiding human interactions on the bustling streets of Paris proves impossible, and she eventually meets up with Olivier, an old friend who harbors a secret love for her, and who could draw her back to reality.",1/10/93,fr,7.8,610
11898,Kind Hearts and Coronets,Kind Hearts and Coronets,"When his mother eloped with an Italian opera singer, Louis Mazzini was cut off from her aristocratic family. After the family refuses to let her be buried in the family mausoleum, Louis avenges his mother's death by attempting to murder every family member who stands between himself and the family fortune. But when he finds himself torn between his longtime love and the widow of one of his victims, his plans go awry.",1/1/49,en,7.8,186
426426,Roma,Roma,"In 1970s Mexico City, two domestic workers help a mother of four while her husband is away for an extended period of time.",8/25/18,es,7.8,1707
925,Do the Right Thing,Do the Right Thing,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",6/14/89,en,7.8,585
873,The Color Purple,The Color Purple,"An epic tale spanning forty years in the life of Celie, an African-American woman living in the South who survives incredible abuse and bigotry.  After Celie's abusive father marries her off to the equally debasing ""Mister"" Albert Johnson, things go from bad to worse, leaving Celie to find companionship anywhere she can.  She perseveres, holding on to her dream of one day being reunited with her sister in Africa. Based on the novel by Alice Walker.",12/18/85,en,7.8,678
981,The Philadelphia Story,The Philadelphia Story,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",12/5/40,en,7.8,348
14580,The Big Heat,The Big Heat,"Dave Bannion is an upright cop on the trail of a vicious gang he suspects holds power over the police force. Bannion is tipped off after a colleague's suicide and his fellow officers' suspicious silence lead him to believe that they are on the gangsters' payroll. When a bomb meant for him kills his wife instead, Bannion becomes a furious force of vengeance and justice, aided along the way by the gangster's spurned girlfriend Debbie. As Bannion and Debbie fall further and further into the Gangland's insidious and brutal trap, they must use any means necessary (including murder) to get to the truth.",10/14/53,en,7.8,175
24653,The Consequences of Love,Le conseguenze dell'amore,"Titta di Girolamo has been living in a small hotel in Lugano for ten years, he leads a dull and rigid live and has apparently lost his capability to feel human emotion. This all changes when he decides to talk to Sofia, the Barmaid.",9/24/04,it,7.8,260
581,Dances with Wolves,Dances with Wolves,"Wounded Civil War soldier, John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he’s assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",11/9/90,en,7.8,1905
583,Life of Brian,Life of Brian,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",8/17/79,en,7.8,2068
887,The Best Years of Our Lives,The Best Years of Our Lives,"It's the hope that sustains the spirit of every GI: the dream of the day when he will finally return home. For three WWII veterans, the day has arrived. But for each man, the dream is about to become a nightmare. Captain Fred Derry is returning to a loveless marriage; Sergeant Al Stephenson is a stranger to a family that's grown up without him; and young sailor Homer Parrish is tormented by the loss of his hands. Can these three men find the courage to rebuild their world? Or are the best years of their lives a thing of the past?",12/25/46,en,7.8,235
25188,The Last Picture Show,The Last Picture Show,"High school seniors and best friends, Sonny and Duane, live in a dying Texas town. The handsome Duane is dating local beauty, Jacy, while Sonny is having an affair with the coach's wife, Ruth. As graduation nears, both boys contemplate their futures. While Duane eyes the army and Sonny takes over a local business, each boy struggles to figure out if he can escape this dead-end town and build a better life somewhere else.",10/2/71,en,7.8,237
13855,The Chaser,추격자,"Joong-ho is a dirty detective turned pimp in financial trouble as several of his girls have recently disappeared without clearing their debts. While trying to track them down, he finds a clue that the vanished girls were all called up by the same client whom one of his girls is meeting with right now.",2/14/08,ko,7.8,422
968,Dog Day Afternoon,Dog Day Afternoon,"Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturale. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus.",8/11/75,en,7.8,1219
110160,Laurence Anyways,Laurence Anyways,The story of an impossible love between a woman named Fred and a transgender woman named Laurence who reveals her inner desire to become her true self: a woman.,5/18/12,fr,7.8,352
9702,Bound by Honor,Bound by Honor,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.",2/5/93,en,7.8,167
553,Dogville,Dogville,"A barren soundstage is stylishly utilized to create a minimalist small-town setting in which a mysterious woman named Grace hides from the criminals who pursue her. The town is two-faced and offers to harbor Grace as long as she can make it worth their effort, so Grace works hard under the employ of various townspeople to win their favor. Tensions flare, however, and Grace's status as a helpless outsider provokes vicious contempt and abuse from the citizens of Dogville.",5/19/03,en,7.8,1160
14069,The Girl Who Leapt Through Time,時をかける少女,"When 17-year-old Makoto Konno gains the ability to, quite literally, ""leap"" backwards through time, she immediately sets about improving her grades and preventing personal mishaps. However, she soon realises that changing the past isn't as simple as it seems, and eventually, will have to rely on her new powers to shape the future of herself and her friends.",7/15/06,ja,7.8,869
488623,Forgotten,기억의 밤,"When his abducted brother returns seemingly a different man with no memory of the past 19 days, Jin-seok chases after the truth behind the kidnapping.",11/29/17,ko,7.8,151
993,Sleuth,Sleuth,A mystery novelist devises an insurance scam with his wife’s lover – but things aren’t exactly as they seem.,12/10/72,en,7.8,244
291984,The Death & Life of John F. Donovan,The Death & Life of John F. Donovan,"An American movie star finds his correspondence with an 11-year-old actor exposed, prompting assumptions that begin to destroy his life and career.",3/13/19,en,7.8,154
4497,Viridiana,Viridiana,"Viridinia is preparing to start her life as a nun when she is sent, somewhat unwillingly, to visit to her aging uncle, Don Jaime. He supports her; but the two have met only once. Jaime thinks Viridinia resembles his dead wife. Virdinia has secretly despised this man all her life and finds her worst fears proven when Jaime grows determined to seduce his pure niece. Viridinia becomes undone as her uncle upends the plans she had made to join the convent.",5/17/61,es,7.8,177
393559,My Life as a Zucchini,Ma vie de courgette,"After his mother’s death, Zucchini is befriended by a kind police officer, Raymond, who accompanies him to his new foster home filled with other orphans his age. There, with the help of his newfound friends, Zucchini eventually learns to trust and love as he searches for a new family of his own.",10/12/16,fr,7.8,571
428493,God's Own Country,God's Own Country,"A young farmer in rural Yorkshire numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker.",9/1/17,en,7.8,306
12093,Lilya 4-ever,Lilja 4-Ever,"Lilya lives in poverty and dreams of a better life. Her mother moves to the United States and abandons her to her aunt, who neglects her. Lilya hangs out with her friends, Natasha and Volodya, who is suicidal. Desperate for money, she starts working as a prostitute, and later meets Andrei. He offers her a good job in Sweden, but when Lilya arrives her life quickly enters a downward spiral.",8/23/02,sv,7.8,238
777,Grand Illusion,La Grande Illusion,"A group of French soldiers, including the patrician Captain de Boeldieu and the working-class Lieutenant Maréchal, grapple with their own class differences after being captured and held in a World War I German prison camp. When the men are transferred to a high-security fortress, they must concoct a plan to escape beneath the watchful eye of aristocratic German officer von Rauffenstein, who has formed an unexpected bond with de Boeldieu.",6/4/37,fr,7.8,232
16305,Sullivan's Travels,Sullivan's Travels,"Successful movie director John L. Sullivan, convinced he won't be able to film his ambitious masterpiece until he has suffered, dons a hobo disguise and sets off on a journey, aiming to ""know trouble"" first-hand. When all he finds is a train ride back to Hollywood and a beautiful blonde companion, he redoubles his efforts, managing to land himself in more trouble than he bargained for when he loses his memory and ends up a prisoner on a chain gang.",11/30/41,en,7.8,178
9479,The Nightmare Before Christmas,The Nightmare Before Christmas,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",10/9/93,en,7.8,4498
382591,Two Is a Family,Demain tout commence,A man without attachments or responsibilities suddenly finds himself with an abandoned baby and leaves for London to try and find the mother. Eight years later after he and his daughter become inseparable Gloria's mother reappears.,12/7/16,fr,7.8,1811
1075,"Black Cat, White Cat","Crna mačka, beli mačor","Matko is a small time hustler, living by the Danube with his 17 year old son Zare. After a failed business deal he owes money to the much more successful gangster Dadan. Dadan has a sister, Afrodita, that he desperately wants to see get married so they strike a deal: Zare is to marry her.",6/1/98,sr,7.8,279
12,Finding Nemo,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",5/30/03,en,7.8,11274
143,All Quiet on the Western Front,All Quiet on the Western Front,"A young soldier faces profound disillusionment in the soul-destroying horror of World War I. Together with several other young German soldiers, he experiences the horrors of war, such evil of which he had not conceived of when signing up to fight. They eventually become sad, tormented, and confused of their purpose.",4/29/30,en,7.8,288
16859,Kiki's Delivery Service,魔女の宅急便,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",7/29/89,ja,7.8,1421
597,Titanic,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",11/18/97,en,7.8,13831
4977,Paprika,パプリカ,"When a machine that allows therapists to enter their patient's dreams is stolen, all hell breaks loose. Only a young female therapist can stop it: Paprika.",10/1/06,ja,7.8,805
269,Breathless,À bout de souffle,A young car thief kills a policeman and tries to persuade a girl to hide in Italy with him.,3/16/60,fr,7.8,630
10835,The Killer,喋血雙雄,"Mob assassin Jeffrey is no ordinary hired gun; the best in his business, he views his chosen profession as a calling rather than simply a job. So, when beautiful nightclub chanteuse Jennie is blinded in the crossfire of his most recent hit, Jeffrey chooses to retire after one last job to pay for his unintended victim's sight-restoring operation. But when Jeffrey is double-crossed, he reluctantly joins forces with a rogue policeman to make things right.",7/6/89,cn,7.8,300
59440,Warrior,Warrior,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother, an ex-marine with a tragic past.",9/9/11,en,7.8,2134
8703,Three Wishes for Cinderella,Tři oříšky pro Popelku,"The film stars Libuse Safrankova as the title character, a young woman who is put upon by her stepmother and stepsisters. The film employs a twist, though, when a handsome prince comes knocking. Cinderella does not simply fall into the prince's arms. In this version, he must actively pursue the young woman who is a skilled sharpshooter prone to wearing hunting outfits. Cinderella also has three wishes at her disposal, gained from three magic nuts.",11/16/73,cs,7.8,152
177572,Big Hero 6,Big Hero 6,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",10/24/14,en,7.8,9939
136,Freaks,Freaks,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",2/12/32,en,7.8,423
261,Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,An alcoholic ex-football player drinks his days away and resists the affections of his wife. His reunion with his father—who is dying of cancer—jogs a host of memories and revelations for both father and son.,2/17/58,en,7.8,302
2118,L.A. Confidential,L.A. Confidential,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,9/19/97,en,7.8,2242
263115,Logan,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",2/28/17,en,7.8,11970
11005,Awakenings,Awakenings,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",12/4/90,en,7.8,1082
15794,White Heat,White Heat,"A psychopathic criminal with a mother complex makes a daring break from prison and then leads his old gang in a chemical plant payroll heist. After the heist, events take a crazy turn.",9/2/49,en,7.8,160
845,Strangers on a Train,Strangers on a Train,A psychotic socialite confronts a pro tennis star with a theory on how two complete strangers can get away with murder...a theory that he plans to implement.,6/18/51,en,7.8,671
451480,The Guernsey Literary & Potato Peel Pie Society,The Guernsey Literary & Potato Peel Pie Society,"Free-spirited writer Juliet Ashton forms a life-changing bond with the delightful and eccentric Guernsey Literary and Potato Peel Pie Society, when she decides to write about the book club they formed during the occupation of Guernsey in WWII.",4/19/18,en,7.8,554
84892,The Perks of Being a Wallflower,The Perks of Being a Wallflower,"15-year-old freshman Charlie is a wallflower, always watching life from the sidelines, until two charismatic senior students become his mentors. Free-spirited Sam and her stepbrother Patrick help Charlie discover the joys of friendship, first love, music and more, while a teacher sparks Charlie's dreams of becoming a writer.",9/20/12,en,7.8,5768
149870,The Wind Rises,風立ちぬ,"A lifelong love of flight inspires Japanese aviation engineer Jiro Horikoshi, whose storied career includes the creation of the A-6M World War II fighter plane.",7/20/13,ja,7.8,1247
4808,Charade,Charade,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?",12/5/63,en,7.8,543
10775,Infernal Affairs,無間道,"Chan Wing Yan, a young police officer, has been sent undercover as a mole in the local mafia. Lau Kin Ming, a young mafia member, infiltrates the police force. Years later, their older counterparts, Chen Wing Yan and Inspector Lau Kin Ming, respectively, race against time to expose the mole within their midst.",12/12/02,cn,7.8,728
86837,Amour,Amour,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",7/1/12,fr,7.8,719
107,Snatch,Snatch,"The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster.",9/1/00,en,7.8,4623
238628,Tangerines,Mandariinid,"War in Abkhazia 1990. An Estonian man Ivo has stayed behind to harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo is forced to take him in.",10/16/13,et,7.8,185
10633,In the Heat of the Night,In the Heat of the Night,An African American detective is asked to investigate a murder in a racist southern town.,8/2/67,en,7.8,387
265169,Winter Sleep,Kış Uykusu,"Aydin, a retired actor, owns a small hotel in central Anatolia with his young wife Nihal and his sister Necla, who is coping with her recent divorce. During the winter, snow covers the ground and boredom brings the return of old memories, pushing Aydin to flee…",6/13/14,tr,7.8,223
16391,Black Narcissus,Black Narcissus,"A group of Anglican nuns, led by Sister Clodagh, are sent to a mountain in the Himalayas. The climate in the region is hostile and the nuns are housed in an odd old palace. They work to establish a school and a hospital, but slowly their focus shifts. Sister Ruth falls for a government worker, Mr. Dean, and begins to question her vow of celibacy. As Sister Ruth obsesses over Mr. Dean, Sister Clodagh becomes immersed in her own memories of love.",1/1/47,en,7.8,178
142,Brokeback Mountain,Brokeback Mountain,"Two modern-day cowboys meet on a shepherding job in the summer of '63, the two share a raw and powerful summer together that turns into a lifelong relationship conflicting with the lives they are supposed to live.",9/10/05,en,7.8,3236
297222,PK,पीके,"This experimental satire is a comedy of ideas about an alien in the city, who asks questions that no one has asked before. They are innocent, child-like questions, but they bring about catastrophic answers. People who are set in their ways for generations, are forced to reappraise their world when they see it from PK's innocent eyes. In the process PK makes loyal friends and powerful foes, mends broken lives and angers the establishment. PK's childlike curiosity transforms into a spiritual odyssey for him and millions of others. This offbeat, experimental drama is an ambitious and uniquely original exploration of complex philosophies. It is also a simple and humane tale of love, laughter and letting-go. Finally, it is a moving saga about a friendship between strangers from worlds apart.",12/18/14,hi,7.8,426
336,"Duck, You Sucker",Giù la testa,"At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.",10/20/71,it,7.8,379
89,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",5/24/89,en,7.8,5228
1480,Touch of Evil,Touch of Evil,"When a car bomb explodes on the American side of the U.S./Mexico border, Mexican drug enforcement agent Miguel Vargas begins his investigation, along with American police captain Hank Quinlan. When Vargas begins to suspect that Quinlan and his shady partner, Menzies, are planting evidence to frame an innocent man, his investigations into their possible corruption quickly put himself and his new bride, Susie, in jeopardy.",4/23/58,en,7.8,615
1633,Fried Green Tomatoes,Fried Green Tomatoes,"Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s.",12/27/91,en,7.8,602
29458,One Hundred Steps,I cento passi,"The story of Peppino Impastato, a political activist who opposed the Mafia in Sicily.  One hundred steps was the number of steps it took to get from the Impastato house to the house of the Mafia boss Tano Badalamenti.",8/31/00,it,7.7,287
117,The Untouchables,The Untouchables,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",6/3/87,en,7.7,2680
3114,The Searchers,The Searchers,"As a Civil War veteran spends years searching for a young niece captured by Indians, his motivation becomes increasingly questionable.",3/13/56,en,7.7,572
14811,Fiddler on the Roof,Fiddler on the Roof,"This lavishly produced and critically acclaimed screen adaptation of the international stage sensation tells the life-affirming story of Tevye (Topol), a poor milkman whose love, pride and faith help him face the oppression of turn-of-the-century Czarist Russia. Nominated for eight Academy Awards.",11/3/71,en,7.7,206
