,ID,Name,Gender,Birthday,Place of Birth
715,83189,Paolo Virzì,Male,1964-03-04,"Livorno, Italy"
716,14520,John Sturges,Male,1910-01-03,"Oak Park, Illinois, USA"
717,1130801,Gabriele Mainetti,Male,1976-11-07,Roma
718,202,Charlie Kaufman,Male,1958-11-19,"New York City, New York"
719,468,Stephen Daldry,Male,1961-05-02,"Dorset, England"
720,14999,George A. Romero,Male,1940-02-04,"New York City, New York, USA"
721,74091,Makoto Shinkai,Male,1973-02-09,"Nagano Prefecture, Japan"
722,6818,Werner Herzog,Male,1942-09-05,"Munich, Germany"
723,20657,Cristian Mungiu,Male,1968-04-27,"Iasi, Romania"
724,21684,Bong Joon-ho,Male,1969-09-14,"Daegu, South Korea"
725,190,Clint Eastwood,Male,1930-05-31,"San Francisco, California, USA"
726,4786,Richard Attenborough,Male,1923-08-29,"Cambridge, Cambridgeshire, England, UK"
727,82337,Wash Westmoreland,Male,1966-03-04,"Leeds, Regno Unito"
728,55252,Tim Miller,Male,1958-09-22,"Pasadena, California"
729,16391,Julie Taymor,Female,1952-12-15,"Newton, Massachusetts, U.S"
730,64883,Kang Je-gyu,Male,1962-12-23,"Masan, South Gyeongsang Province, South Korea"
731,5281,Spike Lee,Male,1957-03-20,"Atlanta, Georgia, USA"
732,40345,Don Bluth,Male,1937-09-13,"El Paso, Texas, USA"
733,21183,Nicolas Winding Refn,Male,1970-09-29,"Copenhagen, Denmark"
