ID,Name,Gender,Birthday,Place of Birth
35742,Shah Rukh Khan,Male,1965-11-02,"New Delhi, Delhi, India"
55061,Kajol,Female,1974-08-05,"Mumbai, Maharashtra, India"
35792,Jimmy Sheirgill,Male,1970-12-03,"Gorakhpur, India"
1699129,Marcello Fonte,Male,1978-09-07,"Melito di Porto Salvo, Reggio Calabria, Italia"
131630,Edoardo Pesce,Male,1979-09-12,"Roma, Italy"
132849,Nunzia Schiano,Female,1959-05-16,"Napoli, Italy"
128456,Adamo Dionisi,Male,1965-01-01,"Roma, Italy"
75912,Kim Yoon-seok,Male,1968-01-21,"Pusan, South Korea"
75913,Ha Jung-woo,Male,1979-03-11,"Seoul, South Korea"
75914,Seo Young-hee,Female,1979-06-13,"Seoul, South Korea"
240082,Jeong In-gi,Male,1966-09-12,South Korea
1004,Danny Aiello,Male,1933-06-20,"New York City, New York, USA"
15531,Ossie Davis,Male,1917-12-18,"Miami Beach, Florida, USA"
15532,Ruby Dee,Female,1924-10-27,Cleveland - Ohio - USA
6396,Richard Edson,Male,1954-01-01,New Rochelle - New York - USA
4808,Giancarlo Esposito,Male,1958-04-26,"Copenhagen, Denmark"
35849,Wallace Ford,Male,1898-02-12,"Bolton, Lancashire, England, UK"
1507,Leila Hyams,Female,1905-05-01,"New York City, New York, USA"
1508,Olga Baclanova,Female,1893-08-19,"Moscow, Russian Empire [now Russia]"
1509,Roscoe Ates,Male,1895-01-20,"Grange, Mississippi, USA"
20501,Joel McCrea,Male,1905-11-05,"South Pasadena, California, USA"
79245,Veronica Lake,Female,1919-11-14,"Brooklyn, New York, USA"
33007,Robert Warwick,Male,1878-10-09,"Sacramento, California, USA"
21510,William Demarest,Male,1892-02-27,"St. Paul, Minnesota, USA"
13966,Franklin Pangborn,Male,1889-01-23,"Newark, New Jersey, USA"
10980,Daniel Radcliffe,Male,1989-07-23,"Hammersmith, London, England, UK"
10989,Rupert Grint,Male,1988-08-24,"Harlow, Essex, England, UK"
10990,Emma Watson,Female,1990-04-15,"Paris, France"
194,Richard Harris,Male,1930-10-01,"Limerick City, Munster, Ireland"
10993,Tom Felton,Male,1987-09-22,"Kensington, London, England, UK"
78423,Omar Sy,Male,1978-01-20,"Trappes, France"
11291,Clémence Poésy,Female,1982-11-30,"Châtenay-Malabry, Hauts-de-Seine, France"
90681,Antoine Bertrand,Male,1977-12-12,"Granby, Québec, Canada"
61364,Ashley Walters,Male,1982-06-30,"Peckham, London, England"
1352,Jean-Louis Trintignant,Male,1930-12-11,"Piolenc, Vaucluse, France"
34027,Stefania Sandrelli,Female,1946-06-05,"Viareggio, Toscana, Italy"
3281,Gastone Moschin,Male,1929-06-08,San Giovanni Lupatoto
24590,Dominique Sanda,Female,1948-03-11,"Paris, France"
1269,Kevin Costner,Male,1955-01-18,"Lynwood, California, USA"
1581,Mary McDonnell,Female,1952-04-28,"Wilkes-Barre, Pennsylvania, USA"
6804,Graham Greene,Male,1952-06-22,"Six Nations Reserve, Ontario, Canada"
7853,Rodney A. Grant,Male,1959-03-09,"Nebraska, USA"
122468,Riisa Naka,Female,1989-10-18,"Nagasaki, Japan"
1137,Juliette Binoche,Female,1964-03-09,"Paris, France"
1139,Florence Pernel,Female,1966-06-30,"Paris,France"
1141,Hélène Vincent,Female,1943-09-09,"Paris, France"
2227,Nicole Kidman,Female,1967-06-20,"Honolulu, Hawaii, USA"
7569,Harriet Andersson,Female,1932-02-14,"Stockholm, Sweden"
7570,Lauren Bacall,Female,1924-09-16,"The Bronx, New York City, New York, USA"
1642,Jean-Marc Barr,Male,1960-09-27,"Bitburg, Rhineland-Palatinate, Germany"
6162,Paul Bettany,Male,1971-05-27,"Harlesden, London, England, UK"
21177,Thierry Lhermitte,Male,1952-11-24,"Boulogne-Billancourt, Hauts-de-Seine, France"
26887,Francis Huster,Male,1947-12-08,"Neuilly-sur-Seine, France"
24832,Daniel Prévost,Male,1939-10-20,"Garches, Seine-et-Oise [now Hauts-de-Seine], France"
53425,Alexandra Vandernoot,Female,1965-09-19,"Brussels, Belgium"
12497,Farley Granger,Male,1925-07-01,"San Jose, California, USA"
12499,Robert Walker,Male,1918-10-13,"Salt Lake City, Utah, USA"
12498,Ruth Roman,Female,1922-12-23,"Lynn, Massachusetts, USA"
12500,Patricia Hitchcock,Female,1928-07-07,"Kensington, London, England, UK"
12505,Kasey Rogers,Female,1925-12-15,"Morehouse, Missouri, USA"
61256,Trevor Wright,Male,1982-08-23,La Jolla - California - USA
65475,Brad Rowe,Male,1970-05-15,Milwaukee - Wisconsin - USA
40060,Tina Holmes,Female,1973-01-01,"New York City, New York USA"
3359,Laurence Olivier,Male,1907-05-22,"Dorking, Surrey, England, UK"
3895,Michael Caine,Male,1933-03-14,"Rotherhithe, London, England, UK"
69310,Ricardo Darín,Male,1957-01-16,"Buenos Aires, Argentina"
19803,Leonardo Sbaraglia,Male,1970-06-30,"Buenos Aires, Argentina"
3618,Darío Grandinetti,Male,1959-03-05,"Rosario, Santa Fe, Argentina"
141455,Érica Rivas,Female,1974-12-01,"Ramos Mejia, Argentina"
114811,Nancy Dupláa,Female,1969-12-03,Argentina
3829,Jean-Paul Belmondo,Male,1933-04-09,"Neuilly sur Seine, France"
3830,Jean Seberg,Female,1938-11-13,"Marshalltown, Iowa, U.S."
3573,Daniel Boulanger,Male,1922-01-24,"Compiègne, Oise, France"
3831,Jean-Pierre Melville,Male,1917-10-20,"Paris, France"
15265,Srđan Todorović,Male,1965-03-28,"Belgrade, Serbia"
15268,Branka Katić,Female,1970-01-20,"Belgrade, Yugoslavia (now Serbia)"
72782,Toni Servillo,Male,1959-01-25,"Afragola, Campania, Italy"
73475,Adriano Giannini,Male,1971-05-10,"Rome, Lazio, Italy"
14541,Chris Sarandon,Male,1942-07-24,"Beckley, West Virginia, USA"
531,Danny Elfman,Male,1953-05-29,"Los Angeles, California, United States"
11514,Catherine O'Hara,Female,1954-03-04,"Toronto, Ontario, Canada"
21282,William Hickey,Male,1927-09-19,"Brooklyn, New York, New York City, United States"
13243,Glenn Shadix,Male,1952-04-15,"Bessemer, Alabama, USA"
2638,Cary Grant,Male,1904-01-18,"Horfield, Bristol, England, UK"
1932,Audrey Hepburn,Female,1929-05-04,"Ixelles, Belgium"
6837,Walter Matthau,Male,1920-10-01,"New York City, New York, USA"
5563,James Coburn,Male,1928-08-31,"Laurel, Nebraska, USA"
12950,George Kennedy,Male,1925-02-18,"New York City, New York, USA"
26100,Melvil Poupaud,Male,1973-01-26,"Paris, France"
142689,Suzanne Clément,Female,1969-05-12,"Montreal, Quebec, Canada"
136761,Nathalie Baye,Female,1948-07-06,"Mainneville, Eure, France"
143595,Monia Chokri,Female,1983-06-27,"Québec City, Québec, Canada"
38529,Yves Jacques,Male,1956-05-10,"Québec, Québec, Canada"
10722,Graham Chapman,Male,1941-01-08,"Leicester, Leicestershire, England"
280,Terry Gilliam,Male,1940-11-22,"Minneapolis, Minnesota, USA"
10713,Eric Idle,Male,1943-03-29,"South Shields, County Durham, England, UK"
10707,Terry Jones,Male,1942-02-01,"Colwyn Bay, Wales, UK"
1158,Al Pacino,Male,1940-04-25,"New York City, New York, USA"
3096,John Cazale,Male,1935-08-12,"Boston, Massachusetts, USA"
1466,Charles Durning,Male,1923-02-28,"Highland Falls, New York, USA"
14541,Chris Sarandon,Male,1942-07-24,"Beckley, West Virginia, USA"
14542,James Broderick,Male,1927-03-07,"Charlestown, New Hampshire"
10501,Chaim Topol,Male,1935-09-09,"Tel Aviv, Israel"
129550,Norma Crane,Female,1928-11-10,"New York City, New York, U.S"
112253,Leonard Frey,Male,1938-09-04,"Brooklyn, New York City, New York"
129551,Molly Picon,Female,1898-06-01,"New York City, USA"
20082,Michel Vuillermoz,Male,1962-12-18,"Orléans, France"
2524,Tom Hardy,Male,1977-09-15,"Hammersmith, London, England, UK"
41421,Jennifer Morrison,Female,1979-04-12,"Chicago, Illinois, USA"
1733,Nick Nolte,Male,1941-02-08,"Omaha, Nebraska, USA"
33192,Joel Edgerton,Male,1974-06-23,"Blacktown, New South Wales, Australia"
81685,Frank Grillo,Male,1965-06-08,New York City - New York - USA
2638,Cary Grant,Male,1904-01-18,"Horfield, Bristol, England, UK"
6598,Katharine Hepburn,Female,1907-05-12,"Hartford, Connecticut, USA"
854,James Stewart,Male,1908-05-20,"Indiana, Pennsylvania, USA"
14683,Ruth Hussey,Female,1911-10-30,"Providence, Rhode Island, USA"
102687,John Howard,Male,1913-04-14,"Cleveland, Ohio, USA"
1619,Chow Yun-Fat,Male,1955-05-18,"Lamma Island, Hong Kong"
26784,Danny Lee Sau-Yin,Male,1952-08-06,Shanghai
66580,Scott Adsit,Male,1965-11-26,Northbrook - Illinois - USA
515510,Ryan Potter,Male,1995-09-12,"Portland, Oregon, USA"
82093,Daniel Henney,Male,1979-11-28,"Carson City, Michigan, USA"
51990,T.J. Miller,Male,1981-06-04,"Denver, Colorado, U.S."
78324,Jamie Chung,Female,1983-04-10,"San Francisco, California, USA"
908548,Joanna Kulig,Female,1982-06-24,"Krynica-Zdrój, Polonia"
140652,Tomasz Kot,Male,1977-04-21,"Legnica, Polonia"
566101,Agata Kulesza,Female,1971-09-27,"Szczecin, Poland"
11544,Jean Gabin,Male,1904-05-17,"Paris, France"
11545,Dita Parlo,Female,1908-09-04,"Stettin, Pomerania, Germany [now Szczecin, Zachodniopomorskie, Poland]"
11546,Pierre Fresnay,Male,1897-04-04,"Paris, France"
8630,Erich von Stroheim,Male,1885-09-22,"Vienna, Austria-Hungary [now Austria]"
1016168,Lily James,Female,1989-04-05,"Esher, Surrey, England"
567269,Jessica Brown Findlay,Female,1989-09-14,"Berkshire, England, UK"
1247,Matthew Goode,Male,1978-04-03,"Exeter, Devon, England, UK"
91520,Michiel Huisman,Male,1981-07-18,"Amstelveen, Noord-Holland, Netherlands"
74158,Katherine Parkinson,Female,1978-03-09,"Hounslow, Greater London, England, UK"
77667,Oksana Akinshina,Female,1987-04-19,"Leningrad, USSR (St. Petersburg, Russia)"
71219,Artyom Bogucharsky,Male,1989-08-14,"Moscow, USSR"
13,Albert Brooks,Male,1947-07-22,"Beverly Hills, California, USA"
14,Ellen DeGeneres,Female,1958-01-26,"Metairie, Louisiana, USA"
12,Alexander Gould,Male,1994-05-04,"Los Angeles, California, USA"
5293,Willem Dafoe,Male,1955-07-22,"Appleton, Wisconsin, USA"
18,Brad Garrett,Male,1960-04-14,"Woodland Hills, Los Angeles, California, USA"
77921,Hideaki Anno,Male,1960-05-22,"Ube, Yamaguchi, Japan"
13250,Hidetoshi Nishijima,Male,1971-03-29,"Tokyo Prefecture, Japan"
20333,Masahiko Nishimura,Male,1960-12-12,"Toyama, Japan"
4165,John Wayne,Male,1907-05-26,"Winterset, Iowa, USA"
30551,Jeffrey Hunter,Male,1926-11-25,"New Orleans, Louisiana, USA"
7303,Vera Miles,Female,1929-08-23,"Boise City, Oklahoma, USA"
2769,Natalie Wood,Female,1938-07-20,"San Francisco, California, USA"
4303,Ward Bond,Male,1903-04-09,"Benkelman, Nebraska, USA"
3635,Elizabeth Taylor,Female,1932-02-27,"Hampstead, London, England, UK"
3636,Paul Newman,Male,1925-01-26,"Shaker Heights, Ohio, USA"
2753,Burl Ives,Male,1909-06-14,"Hunt City, Illinois, U.S."
3362,Judith Anderson,Female,1897-02-10,"Adelaide, South Australia, Australia"
2672,Jack Carson,Male,1910-10-27,"Carman, Manitoba, Canada"
13784,Burt Lancaster,Male,1913-11-02,"New York City, New York, USA"
15135,Alain Delon,Male,1935-11-08,"Sceaux, Seine, France"
4959,Claudia Cardinale,Female,1938-04-15,"Tunis, French Protectorate Tunisia [now Tunisia]"
4962,Paolo Stoppa,Male,1906-06-06,"Rome, Italy"
15140,Terence Hill,Male,1939-03-29,"Venice, Veneto, Italy"
1979,Kevin Spacey,Male,1959-07-26,"South Orange, New Jersey, USA"
529,Guy Pearce,Male,1967-10-05,"Ely, Cambridgeshire, England, UK"
518,Danny DeVito,Male,1944-11-17,"Asbury Park, New Jersey, USA"
2505,James Cromwell,Male,1940-01-27,"Los Angeles, California, USA"
326,Kim Basinger,Female,1953-12-08,"Athens, Georgia, USA"
25246,Andy Lau,Male,1961-09-27,"Tai Po, Hong Kong"
1337,Tony Leung Chiu-Wai,Male,1962-06-27,Hong Kong
66717,Anthony Wong,Male,1961-09-02,Hong Kong
26724,Eric Tsang,Male,1953-04-14,"Hong Kong, China"
72730,Kelly Chen,Female,1973-09-13,"Hong Kong, China"
33235,Logan Lerman,Male,1992-01-19,"Beverly Hills, California, USA"
10990,Emma Watson,Female,1990-04-15,"Paris, France"
132157,Ezra Miller,Male,1992-09-30,"Wyckoff, New Jersey, USA"
22226,Paul Rudd,Male,1969-04-06,"Passaic, New Jersey, USA"
19961,Nina Dobrev,Female,1989-01-09,"Sofia, Bulgaria"
4455,Ulrich Thomsen,Male,1963-12-06,"Odense, Denmark"
58646,Damian Chapa,Male,1963-10-29,"Dayton, Ohio, USA"
4589,Benjamin Bratt,Male,1963-12-16,"San Francisco, California, USA"
16427,Enrique Castillo,Male,1949-12-10,"Calexico, California, USA"
58648,Victor Rivers,Male,1955-10-01,"Sancti Spíritus, Cuba"
10017,Charlton Heston,Male,1923-10-04,"Wilmette, Illinois, USA"
7302,Janet Leigh,Female,1927-07-06,"Merced, California, USA"
40,Orson Welles,Male,1915-05-06,"Kenosha, Wisconsin, USA"
30719,Akim Tamiroff,Male,1899-10-29,"Tiflis, Russian Empire [now Tbilisi, Republic of Georgia]"
592370,Rodrigo Pandolfo,Male,1984-07-24,"Três de Maio, Rio Grande do Sul, Brazil"
228054,Patrícia Travassos,Female,1955-05-01,"Rio de Janeiro, Rio de Janeiro, Brazil"
567575,Alexandra Richter,Female,1967-06-05,"Rio de Janeiro, Rio de Janeiro, Brazil"
1243,Woody Allen,Male,1935-12-01,"The Bronx, New York City, New York, USA"
3092,Diane Keaton,Female,1946-01-05,"Los Angeles, California, USA"
114346,Edmond Ardisson,Male,1904-10-23,"Marseille, Provence-Alpes-Côte d'Azur, France"
204,Kate Winslet,Female,1975-10-05,"Reading, Berkshire, England, UK"
6193,Leonardo DiCaprio,Male,1974-11-11,"Los Angeles, California, USA"
1954,Billy Zane,Male,1966-02-24,"Chicago, Illinois, USA"
8534,Kathy Bates,Female,1948-06-28,"Memphis, Tennessee, USA"
3713,Frances Fisher,Female,1952-05-11,"Milford-on-the-sea, Hampshire, England, UK"
2007,Lew Ayres,Male,1908-12-28,"Minneapolis, Minnesota, USA"
2008,Arnold Lucy,Male,1865-08-08,"Tottenham, London, England, UK"
2009,John Wray,Male,1887-02-13,"Philadelphia, Pennsylvania, USA"
2010,Louis Wolheim,Male,1880-03-28,"New York City, New York, USA"
13576,Fredric March,Male,1897-08-30,"Racine, Wisconsin, USA"
13577,Myrna Loy,Female,1905-08-02,"Radersburg, Montana, USA"
13578,Dana Andrews,Male,1909-01-01,"Covington County, Mississippi, USA"
13580,Harold Russell,Male,1914-01-14,"North Sydney, Nova Scotia, Canada"
7663,Teresa Wright,Female,1918-10-27,"Manhattan, New York City, New York, USA"
3,Harrison Ford,Male,1942-07-13,"Chicago, Illinois, USA"
738,Sean Connery,Male,1930-08-25,"Fountainbridge, Edinburgh, Scotland, UK"
656,Denholm Elliott,Male,1922-05-31,"Ealing, London, England, UK"
739,Alison Doody,Female,1966-11-11,"Dublin, Ireland"
655,John Rhys-Davies,Male,1944-05-05,"Ammanford, Wales, UK"
5563,James Coburn,Male,1928-08-31,"Laurel, Nebraska, USA"
522,Rod Steiger,Male,1925-04-14,"Westhampton, New York, USA"
5567,Romolo Valli,Male,1925-02-07,"Roma, Lazio, Italy"
20738,Song Kang-ho,Male,1967-01-17,"KyungNam, South Korea"
25001,Lee Young-ae,Female,1971-01-31,"Seoul, South Korea"
25002,Lee Byung-hun,Male,1970-07-12,"Seongnam, Gyeonggi, South Korea"
25003,Kim Tae-woo,Male,1971-04-15,Seoul - South Korea
25004,Shin Ha-kyun,Male,1974-05-30,"Seoul, South Korea"
6968,Hugh Jackman,Male,1968-10-12,"Sydney, New South Wales, Australia"
2387,Patrick Stewart,Male,1940-07-13,"Mirfield, West Yorkshire, England, UK"
1464650,Dafne Keen,Female,2005-07-19,"Fuenlabrada, Madrid, Spain"
467645,Boyd Holbrook,Male,1981-09-01,"Prestonsburg, Kentucky, USA"
39189,Stephen Merchant,Male,1974-11-24,"Bristol, England, UK"
40325,Megumi Hayashibara,Female,1967-03-30,"Tokyo, Japan"
20664,Kouichi Yamadera,Male,1961-06-17,"Shiogama, Miyagi Prefecture, Japan"
74568,Chris Hemsworth,Male,1983-08-11,"Melbourne, Victoria, Australia"
103,Mark Ruffalo,Male,1967-11-22,"Kenosha, Wisconsin, USA"
1121,Benicio del Toro,Male,1967-02-19,"Santurce, Puerto Rico"
1117,Dennis Farina,Male,1944-02-29,"Chicago, Illinois, USA"
980,Vinnie Jones,Male,1965-01-05,Watford - Hertfordshire - England - UK
287,Brad Pitt,Male,1963-12-18,"Shawnee, Oklahoma, USA"
1118,Rade Serbedzija,Male,1946-07-27,"Bunić, Croatia"
68470,Minami Takayama,Female,1964-05-05,"Adachi, Tokyo, Japan"
218144,Rei Sakuma,Female,1965-01-05,"Tokyo, Japan"
68472,Kappei Yamaguchi,Male,1965-05-23,"Fukuoka, Fukuoka Prefecture, Japan"
57736,Keiko Toda,Female,1957-09-12,"Nagoya, Aichi, Japan"
552598,Mieko Nobusawa,Female,1947-05-16,"Tokyo Prefecture, Japan"
12446,Peter Sellers,Male,1925-09-08,"Southsea, Hampshire, England, UK"
4090,Shirley MacLaine,Female,1934-04-24,"Richmond, Virginia, USA"
19550,Melvyn Douglas,Male,1901-04-05,"Macon, Georgia, USA"
5251,Jack Warden,Male,1920-09-18,"Newark, New Jersey, USA"
15413,Richard Dysart,Male,1929-03-30,"Boston, Massachusetts, USA"
1810,Heath Ledger,Male,1979-04-04,"Perth, Western Australia, Australia"
131,Jake Gyllenhaal,Male,1980-12-19,"Los Angeles, California, USA"
1812,Michelle Williams,Female,1980-09-09,"Kalispell, Montana, USA"
1813,Anne Hathaway,Female,1982-11-12,"Brooklyn, New York,  USA"
1811,Randy Quaid,Male,1950-10-01,"Houston, Texas, USA"
3061,Ewan McGregor,Male,1971-03-31,"Perth, Scotland, UK"
3926,Albert Finney,Male,1936-05-09,"Salford, Greater Manchester, England, UK"
8289,Billy Crudup,Male,1968-07-08,"Manhasset, New York, USA"
4431,Jessica Lange,Female,1949-04-20,"Cloquet, Minnesota, USA"
1283,Helena Bonham Carter,Female,1966-05-26,"Golders Green, London, England, UK"
16897,Sidney Poitier,Male,1927-02-20,"Miami, Florida, USA"
522,Rod Steiger,Male,1925-04-14,"Westhampton, New York, USA"
8255,Warren Oates,Male,1928-07-05,"Depoy, Kentucky, USA"
89527,Peter Whitney,Male,1916-05-24,"Long Branch, New Jersey, USA"
3715,Anthony James,Male,1942-07-22,"Myrtle Beach, South Carolina, USA"
46864,Bertil Guve,Male,1970-09-09,"Stockholm, Stockholms län, Sweden"
38127,Erland Josephson,Male,1923-06-15,"Stockholm, Stockholms län, Sweden"
98285,Bella Thorne,Female,1997-10-08,"Pembroke Pines, Florida, USA"
1053422,Patrick Schwarzenegger,Male,1993-09-18,Los Angeles - California - USA
71403,Rob Riggle,Male,1970-04-21,Louisville - Kentucky - USA
429728,Quinn Shephard,Female,1995-02-28,"Metuchen, New Jersey, USA"
158396,Ken Tremblett,Male,1965-11-22,"Pembroke, Ontario, Canada"
1269,Kevin Costner,Male,1955-01-18,"Lynwood, California, USA"
738,Sean Connery,Male,1930-08-25,"Fountainbridge, Edinburgh, Scotland, UK"
1270,Charles Martin Smith,Male,1953-10-30,"Van Nuys, California, USA"
1271,Andy García,Male,1956-04-12,"Havana, Cuba"
380,Robert De Niro,Male,1943-08-17,"Greenwich Village, New York City, New York, USA"
13784,Burt Lancaster,Male,1913-11-02,"New York City, New York, USA"
3150,Tony Curtis,Male,1925-06-03,"Bronx, New York, USA"
14572,Susan Harrison,Female,1938-08-26,"Leesburg, Florida, United States"
14573,Martin Milner,Male,1931-12-28,"Detroit, Michigan, U.S."
14574,Sam Levene,Male,1905-08-28,Russia
8534,Kathy Bates,Female,1948-06-28,"Memphis, Tennessee, USA"
18248,Mary-Louise Parker,Female,1964-08-02,"Fort Jackson, South Carolina, USA"
5698,Jessica Tandy,Female,1909-06-07,"London, England"
18249,Cicely Tyson,Female,1933-12-19,"New York City, New York, USA"
31140,Mary Stuart Masterson,Female,1966-06-28,"New York City, New York, USA"
3088,Sterling Hayden,Male,1916-03-26,"Upper Montclair, New Jersey, USA"
3336,Coleen Gray,Female,1922-10-23,"Staplehurst, Nebraska, U.S."
3337,Vince Edwards,Male,1928-07-09,"Brooklyn, New York, USA"
3338,Jay C. Flippen,Male,1899-03-06,"Little Rock, Arkansas, USA"
3339,Elisha Cook Jr.,Male,1903-12-26,"San Francisco, California, USA"
380,Robert De Niro,Male,1943-08-17,"Greenwich Village, New York City, New York, USA"
2157,Robin Williams,Male,1951-07-21,Chicago - Illinois - USA
11512,John Heard,Male,1945-03-07,"Washington, District of Columbia, USA"
199,Julie Kavner,Female,1950-09-07,"Los Angeles, California, U.S."
14698,Penelope Ann Miller,Female,1964-01-13,"Los Angeles, California, USA"
5605,Richard Farnsworth,Male,1920-09-01,"Los Angeles, California, USA"
5606,Sissy Spacek,Female,1949-12-25,"Quitman, Texas, USA"
8252,William Holden,Male,1918-04-17,"O'Fallon, Illinois, USA"
7502,Ernest Borgnine,Male,1917-01-24,"Hamden, Connecticut, USA"
8253,Robert Ryan,Male,1909-11-11,"Chicago, Illinois, United States"
8254,Edmond O'Brien,Male,1915-09-10,"New York City, New York, USA"
8255,Warren Oates,Male,1928-07-05,"Depoy, Kentucky, USA"
33741,Rita Hayworth,Female,1918-10-17,"Brooklyn, New York City, New York, USA"
3381,Glenn Ford,Male,1916-05-01,"Quebec City, Quebec, Canada"
14564,George Macready,Male,1899-08-29,"Providence Rhode Island, USA"
30847,Steven Geray,Male,1904-11-10,"Ungvár, Austria-Hungary, now Uzhgorod, Ukraine"
3829,Jean-Paul Belmondo,Male,1933-04-09,"Neuilly sur Seine, France"
18197,Anna Karina,Female,1940-09-22,"Copenhagen, Denmark"
20420,Dirk Sanders,Male,1933-12-24,"Buitenzorg, Buitenzorg, Dutch East Indies [now Bogor, West Java, Indonesia]"
1352,Jean-Louis Trintignant,Male,1930-12-11,"Piolenc, Vaucluse, France"
267962,Emmanuelle Riva,Female,1927-02-24,"Cheniménil, France"
17882,Isabelle Huppert,Female,1953-03-16,"Paris, France"
122461,Ramón Agirre,Male,1954-01-01,"Donostia, Gipuzkoa, Euskadi, Spain"
2228,Sean Penn,Male,1960-08-17,"Santa Monica, California, USA"
504,Tim Robbins,Male,1958-10-16,"West Covina, California, USA"
4724,Kevin Bacon,Male,1958-07-08,"Philadelphia, Pennsylvania, USA"
2975,Laurence Fishburne,Male,1961-07-30,"Augusta, Georgia, USA"
4726,Marcia Gay Harden,Female,1959-08-14,"La Jolla, California, USA"
56112,David Lee Smith,Male,1963-09-08,"Birmingham, Alabama, USA"
19384,Tony Todd,Male,1954-12-04,"Washington, District of Columbia, USA"
21722,John Billingsley,Male,1960-05-20,Media - Pennsylvania - USA
87341,Selton Mello,Male,1972-12-30,"Passos, Minas Gerais, Brazil"
138328,Débora Falabella,Female,1979-02-22,"Belo Horizonte, Minas Gerais, Brazil"
123759,Virginia Cavendish,Female,1970-11-25,"Recife, Pernambuco, Brazil"
123760,Bruno Garcia,Male,1970-11-29,"Recife, Brazil"
48791,Miki Manojlović,Male,1950-04-05,"Belgrade, Serbia"
70874,Lazar Ristovski,Male,1952-10-26,Ravno Selo near Vrbas - Serbia - Yugoslavia
70876,Slavko Štimac,Male,1960-10-15,"Konjsko brdo, Perušić, Croatia"
1230,John Goodman,Male,1952-06-20,"St. Louis, Missouri, USA"
7904,Billy Crystal,Male,1948-03-14,"Long Beach, Long Island, New York, USA"
884,Steve Buscemi,Male,1957-12-13,"New York City, New York, USA"
5563,James Coburn,Male,1928-08-31,"Laurel, Nebraska, USA"
7906,Jennifer Tilly,Female,1958-09-16,"Harbor City, California, USA"
251350,Fiorenza Marchegiani,Female,1953-07-31,"Osimo, Italy"
126986,Marco Messeri,Male,1951-12-15,"Livorno, Italy"
224945,Lello Arena,Male,1953-11-01,"Napoli, Italy"
12021,Mia Farrow,Female,1945-02-09,"Los Angeles, California, USA"
11147,John Cassavetes,Male,1929-12-09,"New York City, New York, U.S."
4970,Ruth Gordon,Female,1896-10-30,"Quincy, Massachusetts, USA"
12022,Sidney Blackmer,Male,1895-07-13,"Salisbury, North Carolina, USA"
12023,Maurice Evans,Male,1901-06-03,"Dorchester, Dorset, England, UK"
52583,Wagner Moura,Male,1976-06-27,"Rodelas, Bahia, Brazil"
223286,Irandhir Santos,Male,1978-08-22,"Barreiros, Pernambuco, Brazil"
52585,André Ramiro,Male,1981-12-14,"Rio de Janeiro, Rio de Janeiro, Brasil"
12397,Maria Ribeiro,Female,1975-11-09,"Rio de Janeiro, Rio de Janeiro, Brasil"
448,Hilary Swank,Female,1974-07-30,"Lincoln, Nebraska, USA"
349,Scott Glenn,Male,1941-01-26,Pittsburgh - Pennsylvania - USA
11356,Imelda Staunton,Female,1956-01-09,"London, United Kingdom"
18352,Patrick Dempsey,Male,1966-01-13,"Lewiston, Maine, USA"
58961,Mario,Male,1986-08-27,"Baltimore, Maryland, USA"
11856,Daniel Day-Lewis,Male,1957-04-29,"Greenwich, London, England, UK"
18345,Brenda Fricker,Female,1945-02-17,"Dublin, Ireland"
72782,Toni Servillo,Male,1959-01-25,"Afragola, Campania, Italy"
225301,Anna Bonaiuto,Female,1950-01-28,"Latisana, Friuli-Venezia Giulia, Italy"
24608,Flavio Bucci,Male,1947-05-25,"Turin, Italy"
120638,Carlo Buccirosso,Male,1954-07-07,Napoli
20334,Tsunehiko Kamijô,Male,1940-03-07,"Nagano, Nagano Prefecture, Japan"
5472,Colin Firth,Male,1960-09-10,"Grayshott, Hampshire, England, UK"
118,Geoffrey Rush,Male,1951-07-06,"Toowoomba, Queensland, Australia"
1283,Helena Bonham Carter,Female,1966-05-26,"Golders Green, London, England, UK"
529,Guy Pearce,Male,1967-10-05,"Ely, Cambridgeshire, England, UK"
9191,Timothy Spall,Male,1957-02-27,"Battersea, London, England, UK"
1932,Audrey Hepburn,Female,1929-05-04,"Ixelles, Belgium"
1933,George Peppard,Male,1928-10-01,"Detroit, Michigan, USA"
1934,Patricia Neal,Female,1926-01-20,"Packard, Kentucky, USA"
1935,Buddy Ebsen,Male,1908-04-02,"Belleville, Illinois, USA"
1936,Martin Balsam,Male,1919-11-04,"Bronx, New York, USA"
417,Ginnifer Goodwin,Female,1978-05-22,"Memphis, Tennessee, USA"
23532,Jason Bateman,Male,1969-01-14,"Rye, New York, USA"
446511,Shakira,Female,1977-02-02,"Barranquilla, Atlántico, Colombia"
17605,Idris Elba,Male,1972-09-06,"Hackney, London, England, UK"
6944,Octavia Spencer,Female,1972-05-25,"Montgomery, Alabama, USA"
76788,Dev Patel,Male,1990-04-23,"Harrow, Greater London, England, United Kingdom"
76792,Freida Pinto,Female,1984-10-18,"Bombay, Maharashtra, India"
72118,Anil Kapoor,Male,1956-12-24,"Mumbai, Maharashtra, India"
9839,Maximilian Schreck,Male,1879-09-06,"Berlin, Germany"
9840,Gustav von Wangenheim,Male,1895-02-18,"Wiesbaden, Germany"
9842,Alexander Granach,Male,1893-04-18,"Werbowitz, Galicia, Austria-Hungary"
1106964,Jan Bijvoet,Male,1966-12-28,"Antwerpen, Flanders, Belgium"
31,Tom Hanks,Male,1956-07-09,"Concord, California, USA"
